generic_name,dosage_form,strength,therapeutic_category,who_list_section,notes,unit,reorder_level
mupirocin,Ointment,2%,WHO EML 2023,Core,13. DERMATOLOGICAL MEDICINES,tube,20
mupirocin,potassium,1:10 000,WHO EML 2023,Core,13. DERMATOLOGICAL MEDICINES,unit,20
mupirocin,Cream,1%,WHO EML 2023,Core,13. DERMATOLOGICAL MEDICINES,tube,20
silver sulfadiazine a,Cream,0.1% (as valerate),WHO EML 2023,Core,13. DERMATOLOGICAL MEDICINES,tube,20
silver sulfadiazine a,Cream,1% (acetate),WHO EML 2023,Core,13. DERMATOLOGICAL MEDICINES,tube,20
silver sulfadiazine a,benzoyl,5%,WHO EML 2023,Core,13. DERMATOLOGICAL MEDICINES,unit,20
silver sulfadiazine a,Cream,50 micrograms/mL (0.005%),WHO EML 2023,Core,13. DERMATOLOGICAL MEDICINES,tube,20
silver sulfadiazine a,Lotion,50 micrograms/mL (0.005%),WHO EML 2023,Core,13. DERMATOLOGICAL MEDICINES,unit,20
silver sulfadiazine a,coal,5%,WHO EML 2023,Core,13. DERMATOLOGICAL MEDICINES,unit,20
silver sulfadiazine a,fluorouracil,5%,WHO EML 2023,Core,13. DERMATOLOGICAL MEDICINES,unit,20
silver sulfadiazine a,Therapeutic,Solution: 10% to 25%,WHO EML 2023,Core,13. DERMATOLOGICAL MEDICINES,unit,20
silver sulfadiazine a,salicylic,5%,WHO EML 2023,Core,13. DERMATOLOGICAL MEDICINES,unit,20
silver sulfadiazine a,urea,5%,WHO EML 2023,Core,13. DERMATOLOGICAL MEDICINES,unit,20
silver sulfadiazine a,urea,10%,WHO EML 2023,Core,13. DERMATOLOGICAL MEDICINES,unit,20
silver sulfadiazine a,Tablet,2.5 mg,WHO EML 2023,Complementary,13. DERMATOLOGICAL MEDICINES,strip,20
silver sulfadiazine a,Tablet,10 mg (as sodium),WHO EML 2023,Complementary,13. DERMATOLOGICAL MEDICINES,strip,20
silver sulfadiazine a,Lotion,25%,WHO EML 2023,Complementary,13. DERMATOLOGICAL MEDICINES,unit,20
silver sulfadiazine a,Cream,5%,WHO EML 2023,Complementary,13. DERMATOLOGICAL MEDICINES,tube,20
permethrin,Lotion,1%,WHO EML 2023,Complementary,13. DERMATOLOGICAL MEDICINES,unit,20
permethrin,fluorescein,1% (sodium salt),WHO EML 2023,Core,14. DIAGNOSTIC AGENTS,unit,20
permethrin,Eye,0.5%,WHO EML 2023,Core,14. DIAGNOSTIC AGENTS,unit,20
permethrin,Solution,5 g to 8 g iodine in 100 mL to 250 mL,WHO EML 2023,Complementary,14. DIAGNOSTIC AGENTS,unit,20
permethrin,Solution,5% (digluconate),WHO EML 2023,Core,15. ANTISEPTICS AND DISINFECTANTS,unit,20
permethrin,Therapeutic,Solution: 70% (denatured),WHO EML 2023,Core,15. ANTISEPTICS AND DISINFECTANTS,unit,20
permethrin,Therapeutic,Solution: 10% (equivalent to 1% available iodine),WHO EML 2023,Core,15. ANTISEPTICS AND DISINFECTANTS,unit,20
permethrin,Solution,containing ethanol 80% volume/volume,WHO EML 2023,Core,15. ANTISEPTICS AND DISINFECTANTS,unit,20
alcohol based hand rub,Solution,containing isopropyl alcohol 75% volume/volume,WHO EML 2023,Core,15. ANTISEPTICS AND DISINFECTANTS,unit,20
alcohol based hand rub,Liquid,(0.1% available chlorine) for solution,WHO EML 2023,Core,15. ANTISEPTICS AND DISINFECTANTS,unit,20
alcohol based hand rub,chlorine,(0.1% available chlorine) for solution,WHO EML 2023,Core,15. ANTISEPTICS AND DISINFECTANTS,unit,20
alcohol based hand rub,Solid,(0.1% available chlorine) for solution,WHO EML 2023,Core,15. ANTISEPTICS AND DISINFECTANTS,unit,20
o chloroxylenol,Solution,4.8%,WHO EML 2023,Core,15. ANTISEPTICS AND DISINFECTANTS,unit,20
derivatives),glutaral,2%,WHO EML 2023,Core,15. ANTISEPTICS AND DISINFECTANTS,unit,20
derivatives),Tablet,5 mg (hydrochloride),WHO EML 2023,Core,16. DIURETICS,strip,20
derivatives),Therapeutic,Oral liquid: 20 mg/5 mL,WHO EML 2023,Core,16. DIURETICS,unit,20
derivatives),Therapeutic,50 mg/5 mL,WHO EML 2023,Core,16. DIURETICS,unit,20
derivatives),Solid,25 mg,WHO EML 2023,Core,16. DIURETICS,unit,20
derivatives),mannitol,10%,WHO EML 2023,Core,16. DIURETICS,unit,20
derivatives),mannitol,20%,WHO EML 2023,Core,16. DIURETICS,unit,20
derivatives),Tablet,25 mg,WHO EML 2023,Core,16. DIURETICS,strip,20
derivatives),Therapeutic,Tablet (scored): 25 mg,WHO EML 2023,Complementary,16. DIURETICS,unit,20
derivatives),mannitol,10%,WHO EML 2023,Complementary,16. DIURETICS,unit,20
derivatives),mannitol,20%,WHO EML 2023,Complementary,16. DIURETICS,unit,20
derivatives),Oral liquid,5 mg/5 mL,WHO EML 2023,Complementary,16. DIURETICS,bottle,20
derivatives),Oral liquid,10 mg/5 mL,WHO EML 2023,Complementary,16. DIURETICS,bottle,20
derivatives),Oral liquid,25 mg/5 mL,WHO EML 2023,Complementary,16. DIURETICS,bottle,20
derivatives),Tablet,25 mg,WHO EML 2023,Complementary,16. DIURETICS,strip,20
derivatives),Powder for injection,40 mg in vial,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,vial,20
derivatives),Powder for oral liquid,20 mg,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,bottle,20
derivatives),Powder for oral liquid,40 mg sachets,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,bottle,20
derivatives),Solid,10 mg,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
derivatives),Solid,20 mg,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
derivatives),Solid,40 mg,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
inhibitors) excluding combinations,Injection,25 mg/mL (as hydrochloride) in 2 mL ampoule,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,vial,20
inhibitors) excluding combinations,Oral liquid,75 mg/5 mL (as hydrochloride),WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,bottle,20
antagonists) excluding combinations,Injection,4 mg/mL (as disodium phosphate salt) in 1 mL ampoule,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,vial,20
antagonists) excluding combinations,Oral liquid,0.5 mg/5 mL,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,bottle,20
antagonists) excluding combinations,Oral liquid,2 mg/5 mL,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,bottle,20
antagonists) excluding combinations,Solid,0.5 mg,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
antagonists) excluding combinations,Solid,0.75 mg,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
antagonists) excluding combinations,Solid,1.5 mg,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
antagonists) excluding combinations,Solid,4 mg,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
antagonists) excluding combinations,Injection,5 mg/mL (hydrochloride) in 2 mL ampoule,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,vial,20
antagonists) excluding combinations,Oral liquid,5 mg/5 mL,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,bottle,20
metoclopramide a,Tablet,10 mg (hydrochloride),WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,strip,20
metoclopramide a,Therapeutic,Oral liquid: 4 mg base/5 mL,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
metoclopramide a,Capsule,80 mg,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,strip,20
metoclopramide a,Capsule,125 mg,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,strip,20
metoclopramide a,Capsule,165 mg,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,strip,20
aprepitant,Powder,125 mg in sachet,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,packet,20
aprepitant,Suppository,500 mg,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
aprepitant,Tablet,500 mg,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,strip,20
aprepitant,Retention,100 mg/60 mL,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
hydrocortisone,Suppository,25 mg (acetate),WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
hydrocortisone,prednisolone,20 mg/100 mL (as sodium phosphate),WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
hydrocortisone,Therapeutic,Tablet: 7.5 mg (sennosides) (or traditional dosage forms),WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
hydrocortisone,glucose,75 m,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
hydrocortisone,sodium,75 m or mmol/L,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
hydrocortisone,chloride,65 m or mmol/L,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
hydrocortisone,potassium,20 m or mmol/L,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
hydrocortisone,citrate,10 mmol/L,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
hydrocortisone,osmolarity,245 mOsm/L,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
hydrocortisone,oral,13.5 g/L,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
hydrocortisone,sodium,2.6 g/L,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
hydrocortisone,potassium,1.5 g/L,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
hydrocortisone,trisodium,2.9 g/L,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
hydrocortisone,Solid,20 mg,WHO EML 2023,Complementary,17. GASTROINTESTINAL MEDICINES,unit,20
hydrocortisone,Tablet,100 micrograms (acetate),WHO EML 2023,Core,18. MEDICINES FOR ENDOCRINE DISORDERS,strip,20
hydrocortisone,Tablet,5 mg,WHO EML 2023,Core,18. MEDICINES FOR ENDOCRINE DISORDERS,strip,20
hydrocortisone,Tablet,10 mg,WHO EML 2023,Core,18. MEDICINES FOR ENDOCRINE DISORDERS,strip,20
hydrocortisone,Tablet,20 mg,WHO EML 2023,Core,18. MEDICINES FOR ENDOCRINE DISORDERS,strip,20
hydrocortisone,Injection,200 mg (enanthate) in 1 mL ampoule,WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,vial,20
hydrocortisone,Therapeutic,Tablet: 5 mg,WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,unit,20
hydrocortisone,Injection,40 IU/mL in 10 mL vial,WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,vial,20
hydrocortisone,Injection,100 IU/mL in 10 mL vial,WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,vial,20
hydrocortisone,Solid,(controlled-release tablets) 30 mg,WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,unit,20
hydrocortisone,Solid,60 mg,WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,unit,20
hydrocortisone,Therapeutic,80 mg,WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,unit,20
hydrocortisone,Tablet,500 mg (hydrochloride),WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,strip,20
hydrocortisone,Injection,1 mg/mL,WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,vial,20
hydrocortisone,Oral liquid,50 mg/mL,WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,bottle,20
hydrocortisone,Tablet,50 mg,WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,strip,20
hydrocortisone,Tablet,25 micrograms,WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,strip,20
hydrocortisone,Tablet,50 micrograms,WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,strip,20
hydrocortisone,Tablet,100 micrograms,WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,strip,20
levothyroxine,Tablet,60 mg,WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,strip,20
levothyroxine,Tablet,"5mg, 10mg, 20mg",WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,strip,20
levothyroxine,Tablet,50 mg,WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,strip,20
levothyroxine,Oral liquid,about 130 mg total iodine/mL,WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,bottle,20
levothyroxine,Therapeutic,"Tablet: 5mg, 10mg, 20mg",WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,unit,20
available,Therapeutic,Tablet: 0.5 mg,WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,unit,20
available,Therapeutic,1 mg,WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,unit,20
available,Injection,0.05 mg/mL,WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,vial,20
available,Injection,0.1 mg/mL,WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,vial,20
octreotide,Injection,20 mg (as acetate) in vial plus,WHO EML 2023,Complementary,18. MEDICINES FOR ENDOCRINE DISORDERS,vial,20
octreotide,Injection,"40 IU/mL in 1.25 mL, 2.5 mL vial",WHO EML 2023,Core,19. IMMUNOLOGICALS,vial,20
octreotide,Injection,100 IU/mL in 2.5 mL,WHO EML 2023,Core,19. IMMUNOLOGICALS,vial,20
octreotide,Injection,10 000 IU,WHO EML 2023,Core,19. IMMUNOLOGICALS,vial,20
octreotide,Injection,20 000 IU in vial,WHO EML 2023,Core,19. IMMUNOLOGICALS,vial,20
octreotide,Injection,150 IU/mL,WHO EML 2023,Core,19. IMMUNOLOGICALS,vial,20
octreotide,Injection,200 IU/mL,WHO EML 2023,Core,19. IMMUNOLOGICALS,vial,20
octreotide,Injection,300 IU/mL,WHO EML 2023,Core,19. IMMUNOLOGICALS,vial,20
octreotide,Injection,400 IU/mL in vial,WHO EML 2023,Core,19. IMMUNOLOGICALS,vial,20
octreotide,https,//www.who.int/teams/immunization-vaccines-and-biologicals/policies/position-papers,WHO EML 2023,Core,19. IMMUNOLOGICALS,unit,20
octreotide,https,//www.who.int/teams/immunization-vaccines-and-biologicals/policies/who-recommendations-for-routine-immunization---,WHO EML 2023,Core,19. IMMUNOLOGICALS,unit,20
varicella vaccine,Injection,10 mg/mL (besylate),WHO EML 2023,Core,20. MUSCLE RELAXANTS (PERIPHERALLY-ACTING) AND CHOLINESTERASE INHIBITORS,vial,10
varicella vaccine,Injection,500 micrograms/mL (methylsulfate) in 1 mL ampoule,WHO EML 2023,Core,20. MUSCLE RELAXANTS (PERIPHERALLY-ACTING) AND CHOLINESTERASE INHIBITORS,vial,10
neostigmine,Tablet,15 mg (bromide),WHO EML 2023,Core,20. MUSCLE RELAXANTS (PERIPHERALLY-ACTING) AND CHOLINESTERASE INHIBITORS,strip,20
neostigmine,Injection,50 mg/mL (chloride) in 2 mL ampoule,WHO EML 2023,Core,20. MUSCLE RELAXANTS (PERIPHERALLY-ACTING) AND CHOLINESTERASE INHIBITORS,vial,20
suxamethonium,Powder for injection,"(chloride), in vial",WHO EML 2023,Core,20. MUSCLE RELAXANTS (PERIPHERALLY-ACTING) AND CHOLINESTERASE INHIBITORS,vial,20
suxamethonium,Therapeutic,Powder for injection: 10 mg (bromide) in vial,WHO EML 2023,Core,20. MUSCLE RELAXANTS (PERIPHERALLY-ACTING) AND CHOLINESTERASE INHIBITORS,unit,20
suxamethonium,Injection,1 mg in 1 mL ampoule,WHO EML 2023,Complementary,20. MUSCLE RELAXANTS (PERIPHERALLY-ACTING) AND CHOLINESTERASE INHIBITORS,vial,20
pyridostigmine,Tablet,60 mg (bromide),WHO EML 2023,Complementary,20. MUSCLE RELAXANTS (PERIPHERALLY-ACTING) AND CHOLINESTERASE INHIBITORS,strip,20
pyridostigmine,Powder for injection,10 mg (bromide) in vial,WHO EML 2023,Complementary,20. MUSCLE RELAXANTS (PERIPHERALLY-ACTING) AND CHOLINESTERASE INHIBITORS,vial,20
pyridostigmine,aciclovir,3% w/w,WHO EML 2023,Core,21. OPHTHALMOLOGICAL PREPARATIONS,unit,20
pyridostigmine,Solution,1.5%,WHO EML 2023,Core,21. OPHTHALMOLOGICAL PREPARATIONS,unit,20
azithromycin,Ointment,0.5%,WHO EML 2023,Core,21. OPHTHALMOLOGICAL PREPARATIONS,tube,20
erythromycin,Therapeutic,Solution (eye drops): 0.3% (sulfate),WHO EML 2023,Core,21. OPHTHALMOLOGICAL PREPARATIONS,unit,20
erythromycin,Suspension,5%,WHO EML 2023,Core,21. OPHTHALMOLOGICAL PREPARATIONS,unit,20
natamycin,Solution,0.3%,WHO EML 2023,Core,21. OPHTHALMOLOGICAL PREPARATIONS,unit,20
natamycin,Eye,1% (hydrochloride),WHO EML 2023,Core,21. OPHTHALMOLOGICAL PREPARATIONS,unit,20
natamycin,Solution,0.5% (sodium phosphate),WHO EML 2023,Core,21. OPHTHALMOLOGICAL PREPARATIONS,unit,20
natamycin,Solution,0.5% (hydrochloride),WHO EML 2023,Core,21. OPHTHALMOLOGICAL PREPARATIONS,unit,20
anaesthetics) excluding cocaine and combinations,Tablet,250 mg,WHO EML 2023,Core,21. OPHTHALMOLOGICAL PREPARATIONS,strip,20
anaesthetics) excluding cocaine and combinations,latanoprost,50 micrograms/mL,WHO EML 2023,Core,21. OPHTHALMOLOGICAL PREPARATIONS,unit,20
anaesthetics) excluding cocaine and combinations,Therapeutic,Solution (eye drops): 2%,WHO EML 2023,Core,21. OPHTHALMOLOGICAL PREPARATIONS,unit,20
anaesthetics) excluding cocaine and combinations,Therapeutic,4% (hydrochloride or nitrate),WHO EML 2023,Core,21. OPHTHALMOLOGICAL PREPARATIONS,unit,20
anaesthetics) excluding cocaine and combinations,Solution,0.25%,WHO EML 2023,Core,21. OPHTHALMOLOGICAL PREPARATIONS,unit,20
anaesthetics) excluding cocaine and combinations,Solution,0.5% (as hydrogen maleate),WHO EML 2023,Core,21. OPHTHALMOLOGICAL PREPARATIONS,unit,20
agents) excluding combinations,Therapeutic,Solution (eye drops): 0.1%,WHO EML 2023,Core,21. OPHTHALMOLOGICAL PREPARATIONS,unit,20
agents) excluding combinations,Therapeutic,0.5%,WHO EML 2023,Core,21. OPHTHALMOLOGICAL PREPARATIONS,unit,20
agents) excluding combinations,Therapeutic,1% (sulfate),WHO EML 2023,Core,21. OPHTHALMOLOGICAL PREPARATIONS,unit,20
agents) excluding combinations,epinephrine,2% (as hydrochloride),WHO EML 2023,Complementary,21. OPHTHALMOLOGICAL PREPARATIONS,unit,20
agents) excluding combinations,Injection,25 mg/mL,WHO EML 2023,Complementary,21. OPHTHALMOLOGICAL PREPARATIONS,vial,20
agents) excluding combinations,Tablet,30 micrograms + 150 micrograms,WHO EML 2023,Core,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,strip,20
agents) excluding combinations,Tablet,35 micrograms + 1 mg,WHO EML 2023,Core,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,strip,20
agents) excluding combinations,Tablet,30 micrograms,WHO EML 2023,Core,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,strip,20
agents) excluding combinations,Tablet,750 micrograms (pack of two),WHO EML 2023,Core,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,strip,20
agents) excluding combinations,Tablet,1.5 mg,WHO EML 2023,Core,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,strip,20
agents) excluding combinations,Tablet,30 mg (as acetate),WHO EML 2023,Core,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,strip,20
estradiol cypionate + medroxyprogesterone,Injection,5 mg + 25 mg,WHO EML 2023,Core,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,vial,20
acetate,Injection,150 mg mL in 1 mL vial,WHO EML 2023,Core,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,vial,20
medroxyprogesterone acetate,Injection,104 mg/0.65 mL in pre-filled syringe or,WHO EML 2023,Core,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,vial,20
medroxyprogesterone acetate,norethisterone,200 mg/mL in 1 mL ampoule,WHO EML 2023,Core,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,unit,20
copper-containing device,Intrauterine,with reservoir containing 52 mg of,WHO EML 2023,Core,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,unit,20
diaphragms,Single-rod,containing 68 mg of,WHO EML 2023,Core,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,unit,20
etonogestrel-releasing implant,Two-rod,each rod containing,WHO EML 2023,Core,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,unit,20
levonorgestrel-releasing implant,ethinylestradiol,containing 2.7 mg + 11.7 mg,WHO EML 2023,Core,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,unit,20
levonorgestrel-releasing implant,Progesterone-releasing,containing 2.074 g of,WHO EML 2023,Core,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,unit,20
levonorgestrel-releasing implant,Tablet,50 mg (citrate),WHO EML 2023,Complementary,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,strip,20
levonorgestrel-releasing implant,Therapeutic,Solid oral dosage form: 2.5 mg,WHO EML 2023,Complementary,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,unit,20
levonorgestrel-releasing implant,carbetocin,100 micrograms/mL,WHO EML 2023,Complementary,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,unit,20
levonorgestrel-releasing implant,Therapeutic,Injection: 200 micrograms (hydrogen maleate) in 1 mL ampoule,WHO EML 2023,Complementary,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,unit,20
levonorgestrel-releasing implant,Tablet,200 micrograms,WHO EML 2023,Complementary,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,strip,20
misoprostol,Vaginal tablet,25 micrograms.*,WHO EML 2023,Complementary,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,strip,20
misoprostol,Injection,10 IU in 1 mL,WHO EML 2023,Complementary,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,vial,20
misoprostol,nifedipine,10 mg,WHO EML 2023,Complementary,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,unit,20
misoprostol,Injection,4 mg/mL (as disodium phosphate salt) in 1 mL ampoule,WHO EML 2023,Complementary,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,vial,20
equivalent (400 micrograms),Injection,100 mg/mL in 10 mL ampoule,WHO EML 2023,Complementary,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,vial,20
equivalent (400 micrograms),Injection,20 mg/mL (equivalent to 10 mg caffeine base/mL),WHO EML 2023,Complementary,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,vial,20
equivalent (400 micrograms),Oral liquid,20 mg/mL (equivalent to 10 mg caffeine base/mL),WHO EML 2023,Complementary,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,bottle,20
equivalent (400 micrograms),Solution,7.1% (digluconate) delivering 4% chlorhexidine (for,WHO EML 2023,Complementary,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,unit,20
equivalent (400 micrograms),Therapeutic,Solution for injection: 5 mg/mL,WHO EML 2023,Complementary,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,unit,20
equivalent (400 micrograms),Therapeutic,Solution for injection: 0.5 mg/mL in alcohol,WHO EML 2023,Complementary,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,unit,20
equivalent (400 micrograms),surfactant,25 mg/mL or 80 mg/mL,WHO EML 2023,Complementary,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,unit,20
equivalent (400 micrograms),intraperitoneal,of appropriate composition,WHO EML 2023,Complementary,23. PERITONEAL DIALYSIS SOLUTION,unit,20
equivalent (400 micrograms),Injection,25 mg (decanoate or enantate) in 1 mL ampoule,WHO EML 2023,Core,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,vial,20
equivalent (400 micrograms),Therapeutic,Tablet: 2 mg,WHO EML 2023,Core,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,unit,20
equivalent (400 micrograms),Therapeutic,5 mg,WHO EML 2023,Core,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,unit,20
equivalent (400 micrograms),Injection,5 mg/mL in 1 mL ampoule,WHO EML 2023,Core,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,vial,20
equivalent (400 micrograms),olanzapine,10 mg in vial,WHO EML 2023,Core,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,unit,20
equivalent (400 micrograms),Injection,25 mg,WHO EML 2023,Core,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,vial,20
equivalent (400 micrograms),Injection,50 mg,WHO EML 2023,Core,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,vial,20
equivalent (400 micrograms),Injection,75 mg,WHO EML 2023,Core,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,vial,20
equivalent (400 micrograms),Injection,100 mg,WHO EML 2023,Core,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,vial,20
equivalent (400 micrograms),clozapine,25 to 200 mg,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,unit,20
equivalent (400 micrograms),Tablet,25 mg,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,strip,20
equivalent (400 micrograms),Tablet,75mg (hydrochloride),WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,strip,20
equivalent (400 micrograms),Solid,20 mg (as hydrochloride),WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,unit,20
equivalent (400 micrograms),carbamazepine,100 mg,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,unit,20
equivalent (400 micrograms),carbamazepine,200 mg,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,unit,20
equivalent (400 micrograms),carbamazepine,400 mg,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,unit,20
equivalent (400 micrograms),lithium,300 mg,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,unit,20
